X-Axis,Ch1 Y-Axis,Ch2 Y-Axis,Ch3 Y-Axis
0.0,0.33821,0.73253,-0.49086
0.0002497197626592158,-0.51371,-0.03996,-0.94002
0.0004994395253184316,-0.17511,0.25475,-0.84848
0.0007491592879776475,-0.1945,0.12627,-0.85248
0.0009988790506368632,-0.12682,0.09063,-0.68273
0.001248598813296079,-0.09611,0.1227,-0.61151
0.001498318575955295,-0.2383,0.04751,-0.59263
0.0017480383386145107,-0.08144,0.04733,-0.33103
0.0019977581012737265,0.05012,-0.01314,-0.23705
0.0022474778639329424,0.15737,0.05455,-0.08892
0.002497197626592158,0.06151,0.01749,0.06878
0.002746917389251374,0.05727,-0.01544,0.18117
0.00299663715191059,0.17966,-0.07055,0.36165
0.0032463569145698055,0.21471,-0.20912,0.39517
0.0034960766772290214,0.28767,-0.30547,0.4338
0.003745796439888237,0.1255,-0.42115,0.58903
0.003995516202547453,0.11029,-0.43717,0.71257
0.004245235965206669,0.22716,-0.47334,0.73713
0.004494955727865885,0.06301,-0.51028,0.68188
0.0047446754905251,0.04036,-0.45472,0.66183
0.004994395253184316,-0.04716,-0.48636,0.73577
0.005244115015843532,-0.1424,-0.46983,0.79473
0.005493834778502748,0.03643,-0.38535,0.76621
0.005743554541161964,-0.03598,-0.39239,0.68677
0.00599327430382118,-0.17015,-0.36874,0.65914
0.006242994066480395,-0.12146,-0.30097,0.6797
0.006492713829139611,-0.08523,-0.30211,0.62522
0.006742433591798827,-0.09558,-0.27052,0.55156
0.006992153354458043,-0.11181,-0.14612,0.48786
0.007241873117117259,-0.15366,-0.11281,0.46688
0.007491592879776474,-0.19788,-0.07003,0.45549
0.00774131264243569,-0.13035,0.08093,0.31078
0.007991032405094906,-0.20278,0.08781,0.21512
0.008240752167754122,-0.21524,0.09962,0.13999
0.008490471930413338,-0.19869,0.20003,0.0464
0.008740191693072554,-0.31042,0.23159,0.0445
0.00898991145573177,-0.1548,0.25888,-0.08874
0.009239631218390986,-0.14957,0.23904,-0.21025
0.0094893509810502,-0.14597,0.28369,-0.23147
0.009739070743709416,0.03364,0.32266,-0.31369
0.009988790506368632,0.03064,0.29087,-0.34356
0.010238510269027848,0.14641,0.43485,-0.37016
0.010488230031687064,0.26475,0.50169,-0.42034
0.01073794979434628,0.31638,0.51204,-0.43837
0.010987669557005496,0.34937,0.67708,-0.44926
0.011237389319664712,0.36745,0.7188,-0.50529
0.011487109082323928,0.39629,0.71601,-0.56155
0.011736828844983144,0.34209,0.81558,-0.57124
0.01198654860764236,0.36621,0.80791,-0.58975
0.012236268370301574,0.27279,0.72346,-0.56789
0.01248598813296079,0.19534,0.71307,-0.61655
0.012735707895620006,0.24322,0.67067,-0.67181
0.012985427658279222,0.15188,0.54544,-0.65602
0.013235147420938438,0.19287,0.48621,-0.64318
0.013484867183597654,0.16911,0.45439,-0.5445
0.01373458694625687,0.11933,0.32366,-0.51962
0.013984306708916086,0.21507,0.18141,-0.51957
0.014234026471575302,0.13668,0.08435,-0.43747
0.014483746234234518,0.2108,-0.06997,-0.34053
0.014733465996893732,0.23265,-0.27755,-0.22732
0.014983185759552948,0.14586,-0.32658,-0.22303
0.015232905522212164,0.26595,-0.33373,-0.22941
0.01548262528487138,0.13917,-0.46213,-0.18145
0.015732345047530596,-0.00576,-0.37752,-0.06375
0.015982064810189812,0.00626,-0.19978,0.05145
0.016231784572849028,-0.04404,-0.19231,0.01077
0.016481504335508244,-0.13117,-0.07239,-0.00019
0.01673122409816746,-0.25883,0.0342,0.03528
0.016980943860826676,-0.32183,-0.11976,0.14894
0.01723066362348589,-0.34816,-0.22389,0.25312
0.017480383386145108,-0.29318,-0.21435,0.18752
0.017730103148804324,-0.26595,-0.37819,0.20533
0.01797982291146354,-0.27317,-0.51674,0.2686
0.018229542674122756,-0.20875,-0.45215,0.38266
0.01847926243678197,-0.1755,-0.52229,0.51094
0.018728982199441184,-0.04605,-0.63216,0.45757
0.0189787019621004,0.00906,-0.57406,0.46036
